timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status
2020-09-06 19:13:49.780668,Traci Jenkins,Defense Evasion,Phishing,Email,Medium,hold,102.209.85.32,priscilla24,Europe,Successful
2022-06-07 12:21:37.453550,Sara Baker DDS,Exfiltration,Credential Dumping,Web,Low,radio,77.184.198.145,berryjohn,Africa,Successful
2021-11-07 19:48:41.093028,Jacob Eaton,Lateral Movement,PowerShell,USB,High,method,202.21.188.250,joseph08,Australia,Successful
2022-03-02 16:22:33.370968,Jason Mcbride,Persistence,PowerShell,Network,High,employee,91.24.227.187,lisa24,US,Failed
2021-10-29 23:51:36.427733,David Castillo,Lateral Movement,Spearphishing Attachment,Phishing,Low,service,11.89.66.240,hbarnes,Europe,Successful
2020-03-29 19:38:37.631548,Matthew Stevens,Collection,Spearphishing Attachment,USB,Low,month,40.173.192.195,sarahthompson,Australia,Failed
2024-02-29 23:44:37.382455,Jordan Miller,Impact,Credential Dumping,Email,High,common,48.166.67.221,amy09,Africa,Successful
2023-10-03 06:12:17.089355,Daniel Mcconnell,Discovery,Taint Shared Content,Web,Medium,choice,188.127.189.186,qwilliams,South America,Successful
2021-09-18 19:41:49.832134,Mary Ballard,Persistence,PowerShell,Phishing,Low,ago,42.202.63.159,sanchezcourtney,Asia,Failed
2020-07-15 05:36:51.743245,Jessica Mathews,Lateral Movement,Phishing,Network,Medium,join,9.159.24.130,coopermichael,Africa,Successful
2020-12-23 19:58:08.787032,Linda Gilbert,Collection,Ransomware,Network,Critical,three,103.122.17.243,davidsonashley,US,Successful
2020-04-06 03:10:17.017165,Kenneth Rice,Execution,Ransomware,Network,Low,modern,177.170.140.41,gcurry,Europe,Failed
2024-07-17 14:07:56.937754,Vickie Steele,Exfiltration,Command and Scripting Interpreter,USB,Medium,wait,165.210.254.7,rodriguezdeborah,Asia,Successful
2021-08-24 17:38:48.946276,Holly Buck,Privilege Escalation,PowerShell,Web,Low,order,40.15.57.178,wilsonjames,Europe,Successful
2023-10-13 03:21:15.156902,Craig Martin,Collection,Network Sniffing,Network,Low,blood,188.106.14.40,jwade,Asia,Successful
2023-10-01 19:53:52.688252,Roger Garcia,Initial Access,Ransomware,USB,Critical,street,35.249.228.105,hortonjohn,US,Failed
2020-05-05 09:23:01.537348,Brenda Guzman,Credential Access,Taint Shared Content,Network,Low,fight,45.170.211.226,vbrown,Asia,Successful
2020-11-26 09:34:32.395815,Willie Barnes,Impact,Command and Scripting Interpreter,Phishing,High,budget,207.23.137.239,mcdonaldamber,Europe,Successful
2020-02-04 12:46:53.475703,Jason Lucas,Persistence,PowerShell,Network,Critical,own,83.139.73.9,sherry14,US,Failed
2022-12-24 17:01:37.834551,Joann Kim,Exfiltration,Network Sniffing,Network,Critical,very,43.132.173.92,pnorris,South America,Successful
2020-05-05 01:25:52.103015,Cassandra Ramirez,Persistence,Taint Shared Content,USB,Critical,positive,199.46.155.65,stephen60,US,Failed
2021-09-23 03:06:19.021834,Marco Stevens,Exfiltration,Access Token Manipulation,Phishing,Low,season,213.88.163.71,osweeney,Asia,Successful
2022-09-07 04:04:53.241436,Tina Garcia,Execution,Command and Scripting Interpreter,Network,Low,score,106.6.37.124,swoodard,Europe,Successful
2020-06-19 03:16:20.512626,Chelsea Holland,Collection,Phishing,Email,High,growth,67.33.149.75,lisawest,US,Successful
2021-07-22 20:24:38.689799,Maria Hayes,Credential Access,Exploitation of Vulnerability,Network,Medium,natural,53.57.91.157,dominique70,South America,Failed
2023-09-14 11:34:34.797460,Miss Denise Cardenas DDS,Exfiltration,PowerShell,Email,High,receive,101.162.2.108,morenokathy,Europe,Successful
2024-07-12 13:27:09.932578,Robert Petersen,Persistence,Access Token Manipulation,Web,Medium,although,83.147.124.165,tanner41,Asia,Failed
2023-01-24 21:53:34.466239,Heather White,Privilege Escalation,Ransomware,Email,Low,project,37.254.219.13,melissa25,Asia,Successful
2021-05-05 20:52:02.014311,Heather Good,Initial Access,Ransomware,Email,Medium,month,60.247.15.122,patrickevans,Asia,Successful
2023-09-16 19:11:08.946786,Joseph Silva,Privilege Escalation,Ransomware,Network,Critical,use,52.152.157.47,vargaschristine,Europe,Successful
2021-12-24 06:26:10.310895,John Spencer Jr.,Impact,Exploitation of Vulnerability,Web,Medium,east,5.34.47.14,laura18,Africa,Successful
2020-08-19 14:39:34.901679,Hannah Mcintosh,Initial Access,Ransomware,Email,Medium,environmental,136.32.217.234,deborahjones,Europe,Failed
2020-08-04 17:33:22.106479,Megan Davenport,Credential Access,Phishing,Web,Critical,job,216.51.21.148,brandon32,US,Failed
2024-04-12 16:43:08.633587,Wendy Johnson,Lateral Movement,Data Encrypted,USB,Critical,truth,131.30.87.134,howemartin,Australia,Failed
2024-08-26 03:30:54.792006,Patricia Ayala,Impact,PowerShell,Network,Low,stay,208.203.17.84,normaharper,Europe,Successful
2022-06-03 06:50:46.787774,Amy Robinson,Privilege Escalation,Credential Dumping,Web,Critical,whose,82.117.248.166,steven57,Australia,Successful
2021-04-12 15:29:31.371100,Matthew Walker,Collection,Access Token Manipulation,USB,Medium,order,117.217.151.239,dfleming,US,Successful
2022-01-17 06:32:51.757493,Timothy Gallegos,Initial Access,Exploitation of Vulnerability,USB,High,grow,126.24.50.27,reidmichael,Europe,Failed
2023-12-31 17:00:02.225276,Shannon Marshall,Discovery,Network Sniffing,Network,High,know,151.251.156.31,nathan97,South America,Failed
2024-01-08 21:38:08.366229,Alicia Reed,Credential Access,Network Sniffing,Web,Low,agreement,65.205.111.132,xsolis,US,Successful
2022-04-16 18:25:30.675629,Andrea Molina,Persistence,Network Sniffing,USB,High,tonight,56.220.113.52,mnicholson,Africa,Successful
2020-09-01 10:15:28.854414,Briana Mercado,Credential Access,Command and Scripting Interpreter,Network,Medium,ever,34.100.185.111,chasemichael,US,Failed
2024-03-25 16:03:06.508821,Joshua Ferguson,Credential Access,Data Encrypted,Web,Low,ground,193.198.49.92,leblanckathryn,Asia,Failed
2021-09-22 22:45:46.927441,Christopher Melendez,Privilege Escalation,Ransomware,Phishing,Medium,story,89.197.192.49,elizabeth06,Asia,Failed
2021-04-12 17:25:04.205207,William Green,Exfiltration,Ransomware,USB,Medium,television,211.70.140.197,wgarcia,US,Failed
2023-12-26 19:54:10.415356,Laura Mccarty,Credential Access,Credential Dumping,Email,Low,smile,208.5.168.51,dorothysmith,Australia,Successful
2022-12-19 17:55:11.880375,Janet Wang,Collection,Ransomware,Web,High,party,164.157.140.183,xwang,South America,Successful
2021-11-27 12:17:21.254057,Kelly Russell,Impact,Command and Scripting Interpreter,Web,High,exist,214.249.233.11,jimenezstacey,US,Successful
2020-01-20 02:42:25.111620,Nicholas Flores,Collection,Spearphishing Attachment,Network,High,factor,46.255.42.131,richardsonangela,US,Successful
2020-08-18 13:51:54.437221,Yvette Brewer,Credential Access,PowerShell,Network,Critical,time,4.242.226.72,jmartin,US,Failed
2020-11-23 03:30:49.594645,Michele Weaver,Privilege Escalation,PowerShell,Web,Medium,indeed,3.215.226.76,paul73,Australia,Failed
2022-02-02 00:14:20.727964,Krista Orr,Exfiltration,PowerShell,Email,High,art,113.60.138.99,jeremy47,US,Failed
2021-11-13 11:28:40.340142,Philip Garcia,Execution,Command and Scripting Interpreter,Phishing,High,military,159.142.147.215,tamarawilson,Australia,Failed
2024-02-27 17:44:07.771874,Joel Davidson,Discovery,Exploitation of Vulnerability,Network,Medium,result,7.231.62.83,carlsondiane,Europe,Successful
2022-11-02 01:59:58.515458,Joshua Smith,Collection,Exploitation of Vulnerability,Network,Low,very,74.20.119.89,lindsaycohen,Africa,Successful
2024-08-04 20:12:28.687283,Tyler Baker,Exfiltration,Command and Scripting Interpreter,Phishing,Low,decide,91.21.73.53,jmorgan,US,Failed
2023-06-08 02:47:58.041374,Lauren Barnes,Exfiltration,Spearphishing Attachment,Web,Critical,process,89.44.240.65,ericrodgers,Europe,Successful
2020-02-21 09:52:26.722701,Michael Lucas,Lateral Movement,Credential Dumping,Network,Medium,coach,44.135.20.200,gwilson,Africa,Successful
2020-10-07 22:17:51.900680,Gregory Lawson,Impact,Credential Dumping,Phishing,Medium,me,212.110.46.68,andreamorgan,Australia,Failed
2023-12-28 01:30:01.282015,James Powell,Collection,Credential Dumping,Network,Low,those,217.104.119.37,webermichael,US,Failed
2023-07-05 13:18:51.027594,Christina Davis,Execution,Taint Shared Content,Web,Critical,president,113.0.221.60,hallmolly,Europe,Failed
2020-01-31 20:06:20.543396,Justin Baker,Persistence,Taint Shared Content,Email,Critical,clear,114.254.197.39,caitlinstephenson,Africa,Successful
2022-03-09 09:31:51.278504,Sergio Smith,Exfiltration,Ransomware,Email,High,director,205.112.131.225,erinjennings,Asia,Successful
2021-02-23 02:05:13.272429,Kim Waters,Discovery,Command and Scripting Interpreter,USB,Low,apply,146.131.85.238,pburke,US,Successful
2023-01-02 05:10:29.771426,Matthew Wong,Lateral Movement,Exploitation of Vulnerability,Web,Critical,amount,22.205.42.80,justin84,Europe,Successful
2024-01-15 08:16:57.355354,Jennifer Stephens,Impact,Exploitation of Vulnerability,Phishing,Low,change,137.162.141.151,lynn52,Europe,Failed
2020-01-30 23:04:31.698087,Mr. Mark Charles,Initial Access,Exploitation of Vulnerability,USB,High,exist,212.213.62.203,buchanantom,Africa,Successful
2021-06-26 01:42:49.444787,John Ellis,Collection,Network Sniffing,Email,High,wish,118.147.187.179,beanrachel,South America,Successful
2020-11-06 14:51:36.260063,Shannon Gardner,Defense Evasion,Spearphishing Attachment,Phishing,Low,herself,8.83.14.10,josevelasquez,Australia,Failed
2021-06-02 03:38:01.872161,Charles Ramos,Exfiltration,Spearphishing Attachment,Network,Low,near,188.233.101.61,daisy80,South America,Failed
2023-11-12 15:55:35.508848,Sherri Long,Privilege Escalation,Spearphishing Attachment,USB,Medium,wind,2.62.253.220,william84,US,Failed
2022-03-17 20:44:44.663266,Monica Miller,Privilege Escalation,Access Token Manipulation,USB,Medium,wait,155.108.19.250,olsenjames,US,Successful
2023-10-13 17:54:04.697256,Kayla Coffey,Collection,Ransomware,Web,High,provide,150.59.76.5,jessicamassey,US,Failed
2020-03-18 09:02:30.363412,Mrs. Meagan Steele MD,Credential Access,Access Token Manipulation,Phishing,Medium,staff,216.127.12.189,deanna48,Europe,Successful
2020-01-07 18:40:03.264474,Christopher Rosales,Execution,Phishing,Phishing,Medium,country,180.153.15.93,sanchezlinda,US,Successful
2023-04-03 09:12:35.626266,David Stevens,Collection,Phishing,Network,High,stock,206.79.164.152,wmaldonado,Asia,Successful
2021-05-09 13:10:15.457779,Brian Phillips,Execution,PowerShell,Email,Low,could,167.46.180.169,kevin76,Australia,Failed
2022-02-13 07:20:29.282224,Jamie Hess,Impact,Taint Shared Content,Phishing,Critical,option,219.233.195.68,gonzalezvictoria,Asia,Successful
2023-08-17 11:36:51.634443,Margaret Garcia,Exfiltration,Spearphishing Attachment,Network,Medium,wrong,103.159.108.71,williamcortez,Africa,Successful
2022-12-18 15:26:57.471932,Ann Ho,Credential Access,Ransomware,Phishing,Low,manager,57.213.137.31,jwashington,Africa,Successful
2021-09-08 13:12:47.433201,Erin Wong,Persistence,Exploitation of Vulnerability,USB,Low,think,122.20.2.100,richard60,Europe,Successful
2021-07-24 08:17:57.570799,Paul Johnson,Privilege Escalation,Credential Dumping,Phishing,Low,opportunity,169.107.5.149,amanda05,Europe,Successful
2024-09-06 05:42:48.299035,Jerome Kaufman,Exfiltration,Credential Dumping,Web,Critical,recent,214.50.192.152,xboyer,Asia,Successful
2023-06-19 04:11:35.339252,Christine Lee,Execution,Access Token Manipulation,Phishing,Low,tree,158.61.181.237,alvarezmitchell,Asia,Successful
2022-12-16 22:06:56.496064,Cynthia Green,Defense Evasion,Command and Scripting Interpreter,Phishing,High,company,35.254.207.122,heidimorgan,US,Failed
2023-09-15 09:59:13.071819,James Gray,Initial Access,Access Token Manipulation,Network,Medium,others,81.204.145.69,laura03,Asia,Failed
2021-08-14 19:08:40.623585,Nicholas Robles,Privilege Escalation,Exploitation of Vulnerability,Web,Critical,investment,14.3.76.68,joshua97,South America,Failed
2022-08-25 00:24:47.891395,Michele Berg,Lateral Movement,Credential Dumping,Network,Medium,arrive,123.107.71.135,bakermichael,Australia,Successful
2021-12-18 02:51:00.982341,Don Williams,Initial Access,Network Sniffing,USB,High,moment,109.175.144.37,meghanreed,Africa,Failed
2024-08-04 22:46:05.846596,Robert Ray,Discovery,Taint Shared Content,USB,Critical,enough,197.88.235.250,dheath,Australia,Failed
2023-07-08 14:23:34.841893,Matthew Jones,Credential Access,Spearphishing Attachment,Network,Low,commercial,138.67.157.143,jimmy16,Asia,Failed
2021-10-17 11:28:12.565668,Christopher Perry,Execution,Ransomware,Phishing,High,instead,27.178.41.225,courtneymiller,South America,Successful
2022-05-12 06:12:37.533052,Sandra Ramsey,Exfiltration,Data Encrypted,Network,High,country,216.164.142.52,nathan28,US,Failed
2022-07-29 08:21:47.497314,Hector Dawson,Initial Access,Spearphishing Attachment,Email,Low,rest,211.246.194.37,jessica61,Africa,Failed
2020-08-10 03:51:28.150576,Kathleen Booker,Impact,Data Encrypted,USB,Low,market,85.243.157.77,vburns,Asia,Failed
2020-01-18 22:35:04.959110,Joseph Smith,Discovery,Access Token Manipulation,Email,High,than,78.230.53.110,jackiebaker,South America,Successful
2020-09-29 22:23:03.911391,Latoya Chan,Collection,Spearphishing Attachment,USB,Medium,fund,148.124.102.91,cohenjustin,Africa,Failed
2023-09-20 06:18:05.755799,Eric Thompson,Exfiltration,Phishing,Phishing,Critical,later,33.126.213.32,turnercasey,South America,Failed
2023-07-24 08:47:30.476784,Dr. Dennis Wilson,Execution,Data Encrypted,Phishing,Low,different,7.29.131.134,hillmary,South America,Failed
2023-07-09 23:38:10.422230,Michelle Walker,Defense Evasion,Exploitation of Vulnerability,Network,Critical,recognize,106.51.96.111,ybrown,Australia,Successful
2024-09-24 19:25:54.999131,Andrea Morales,Collection,Network Sniffing,Network,High,eat,20.173.125.138,bduncan,South America,Failed
2022-08-03 20:57:17.183355,Kevin Cameron,Collection,Spearphishing Attachment,USB,Low,operation,204.211.124.230,ireynolds,Africa,Successful
2023-06-16 11:27:17.233787,Jacob Higgins,Collection,Ransomware,Phishing,Critical,mother,179.183.61.93,bowersanthony,Asia,Failed
2020-06-04 04:42:39.414503,Robert Martinez,Execution,PowerShell,USB,High,individual,103.211.10.115,kclark,US,Successful
2022-11-19 15:09:04.109498,Michael Henderson,Credential Access,Command and Scripting Interpreter,Web,High,spend,214.169.12.135,zgeorge,Australia,Successful
2020-06-09 03:00:41.901882,Dawn Anderson,Defense Evasion,Credential Dumping,Web,Critical,candidate,175.58.163.228,holdenjennifer,Australia,Successful
2022-12-16 20:38:58.771684,Bonnie Schwartz,Lateral Movement,Credential Dumping,USB,Medium,nothing,144.122.197.174,moralessara,Australia,Failed
2021-03-07 17:56:24.293251,Andrew Ballard,Impact,Data Encrypted,Web,Critical,join,81.12.41.70,rwood,Australia,Successful
2024-03-27 10:50:36.625235,Lisa Allison,Discovery,Phishing,Web,Low,system,163.248.37.80,rebecca05,Africa,Successful
2024-09-16 00:05:28.643033,Nicholas Smith,Execution,Access Token Manipulation,Email,Critical,five,80.97.141.227,mark74,South America,Failed
2020-07-13 13:30:27.902530,Todd Ramsey,Defense Evasion,Spearphishing Attachment,Phishing,Low,somebody,141.80.18.165,william63,Europe,Failed
2020-07-31 23:59:48.966953,Timothy Gonzalez,Credential Access,Credential Dumping,Email,Low,stuff,15.181.174.143,fwade,Europe,Successful
2024-09-07 08:10:10.241333,James Spears,Persistence,Phishing,Phishing,Low,civil,158.191.222.12,bward,Australia,Failed
2020-12-15 13:55:58.049760,Jack Lee,Exfiltration,Phishing,Network,Medium,season,87.107.43.252,andrewsrichard,Asia,Failed
2023-10-12 20:03:56.599542,Timothy Fisher,Exfiltration,Access Token Manipulation,USB,Medium,sister,25.54.172.172,valeriedonaldson,Africa,Failed
2020-10-11 15:59:29.756802,Suzanne Austin DVM,Impact,Exploitation of Vulnerability,USB,Critical,full,94.1.182.76,annsmall,Europe,Successful
2021-05-23 08:02:19.548651,Carol Hogan,Initial Access,Phishing,Email,Low,lay,167.132.121.56,kbrown,US,Failed
2022-04-24 08:20:34.045664,Samuel Brown,Exfiltration,Taint Shared Content,USB,High,police,62.35.13.124,jenniferevans,Europe,Successful
2020-11-30 11:41:47.738900,Evan Gonzalez,Persistence,Ransomware,Email,Medium,approach,84.193.207.58,hharper,Australia,Successful
2021-10-16 18:17:17.605747,Ann James,Collection,Exploitation of Vulnerability,USB,Critical,price,173.118.194.140,pnielsen,Africa,Successful
2024-02-23 18:56:55.731620,Jennifer Clark,Discovery,Spearphishing Attachment,Email,Critical,finally,213.163.54.15,jacksonstephanie,US,Successful
2020-05-08 05:56:40.096758,Francisco Walker,Collection,Command and Scripting Interpreter,Web,Low,form,99.250.103.99,richardsonadam,Europe,Failed
2022-01-21 13:11:23.844618,John Goodman,Initial Access,Access Token Manipulation,Network,Medium,ok,28.252.195.51,jaredfleming,Europe,Successful
2020-06-30 03:28:29.332847,John Short,Lateral Movement,Spearphishing Attachment,Network,Low,expert,8.214.3.44,lonniedillon,South America,Failed
2022-07-23 11:01:37.669305,John Williams,Initial Access,Command and Scripting Interpreter,Web,High,city,138.66.242.227,jeremyevans,Europe,Failed
2024-06-21 06:38:50.477474,Rebecca Walker,Collection,Credential Dumping,USB,Medium,perform,202.116.174.9,jacobwilson,Europe,Successful
2020-01-20 22:32:24.772075,Amanda Swanson,Execution,Network Sniffing,USB,Medium,cold,129.114.52.80,ifoster,Australia,Successful
2021-06-28 08:25:14.438973,Michelle Horn,Discovery,Command and Scripting Interpreter,USB,Low,energy,5.51.241.81,katrina69,Europe,Successful
2022-04-24 09:46:02.372200,Meredith Brown,Execution,PowerShell,USB,Low,help,140.55.204.1,martinezandrew,US,Successful
2021-09-04 13:48:13.768076,Zachary Soto,Execution,Access Token Manipulation,Network,Critical,individual,6.11.120.88,richardpena,Australia,Failed
2022-06-06 17:37:51.033161,Tiffany Miller PhD,Privilege Escalation,Taint Shared Content,Email,Low,whatever,180.90.210.15,clarkjennifer,Asia,Failed
2022-11-15 15:46:48.670439,Aaron Acevedo,Execution,Credential Dumping,USB,Low,system,52.10.87.231,adam74,Australia,Failed
2022-10-21 02:26:17.454150,Victoria Ford,Credential Access,Spearphishing Attachment,Email,High,interesting,7.168.253.143,dmartinez,Europe,Successful
2024-09-14 04:24:21.737310,Catherine Fitzpatrick,Defense Evasion,PowerShell,Email,Medium,such,189.253.159.254,hillkimberly,US,Successful
2023-03-26 21:52:05.259769,Jonathan Coleman,Initial Access,PowerShell,Web,High,feeling,18.246.25.218,wroberts,US,Failed
2023-11-26 10:33:44.050748,Robyn Jarvis,Defense Evasion,Exploitation of Vulnerability,Web,Medium,choice,62.156.200.29,acevedowendy,Europe,Successful
2021-10-13 00:25:55.371499,Lisa Porter,Credential Access,Access Token Manipulation,USB,High,religious,111.31.160.35,sanfordmelissa,US,Failed
2022-10-09 21:32:33.018101,Jessica Coffey,Collection,Exploitation of Vulnerability,Email,Medium,reflect,42.39.112.0,lisarhodes,US,Successful
2021-09-25 22:46:16.282534,Lindsey Hughes,Credential Access,Credential Dumping,Network,Low,including,107.46.16.247,robertjefferson,Africa,Failed
2023-01-02 23:57:39.312235,Emily Mendoza,Lateral Movement,Exploitation of Vulnerability,Phishing,High,raise,112.39.250.231,jnorris,Africa,Failed
2023-03-21 11:08:57.511313,Carrie Buchanan,Initial Access,Command and Scripting Interpreter,Web,High,begin,66.104.147.67,russell00,US,Successful
2022-12-19 04:18:51.728723,Natalie Mcdonald,Privilege Escalation,Taint Shared Content,USB,Low,pay,136.175.164.33,dgraham,Australia,Successful
2022-01-28 08:11:01.949018,Megan Ritter,Collection,PowerShell,Network,Medium,space,91.232.10.92,colinshea,Africa,Successful
2023-08-20 15:21:23.178797,Lucas Jackson,Impact,Ransomware,Phishing,Medium,I,125.213.118.40,leslieburns,Europe,Successful
2023-04-27 14:01:44.958858,Lynn Lopez,Collection,Ransomware,Network,Medium,and,91.84.40.32,montesmichael,South America,Failed
2023-08-18 09:11:27.507484,Matthew Williams Jr.,Initial Access,PowerShell,Web,Low,early,120.204.74.230,lindsey18,Europe,Failed
2021-02-09 12:52:35.346657,Karen Thompson,Impact,Data Encrypted,Email,Low,present,210.231.90.42,ryan58,Europe,Failed
2021-11-15 19:16:47.355246,Donna Jenkins,Exfiltration,PowerShell,USB,Medium,whole,222.163.144.10,derrick02,US,Failed
2022-11-06 16:30:12.228177,Kari Blankenship,Initial Access,Exploitation of Vulnerability,Email,Low,participant,8.235.71.218,thomasjordan,Asia,Failed
2021-10-13 18:04:02.368310,John King,Lateral Movement,Credential Dumping,Network,Low,nearly,217.197.168.217,thomasgarcia,Europe,Successful
2021-03-10 17:07:42.851052,Jacqueline Ingram,Initial Access,Credential Dumping,USB,Medium,back,214.0.15.45,kvargas,Europe,Successful
2020-01-18 18:09:47.564071,Angela Ford,Privilege Escalation,Credential Dumping,USB,Low,admit,116.103.89.143,kathy89,US,Failed
2020-05-31 16:10:23.775269,Phillip Church,Lateral Movement,Phishing,Network,Medium,about,30.211.245.150,katherinesalinas,Asia,Successful
2021-04-17 07:08:40.667077,Rachel Dunn,Discovery,Access Token Manipulation,Email,Medium,including,154.152.89.94,milleralan,Africa,Successful
2022-09-02 19:47:28.752728,Todd Valencia,Credential Access,Data Encrypted,Email,High,land,62.57.6.148,marystrickland,South America,Successful
2022-05-20 12:18:03.121351,Christopher Simon,Impact,Exploitation of Vulnerability,USB,Critical,bank,197.116.24.168,lmartinez,Europe,Successful
2020-07-13 13:58:32.253782,Norma Davidson,Collection,Ransomware,Network,Medium,letter,136.243.67.137,wweiss,South America,Failed
2022-09-24 01:42:14.912607,Brandon Hernandez,Exfiltration,Taint Shared Content,USB,Low,middle,30.235.36.191,carol92,US,Failed
2022-11-25 21:43:51.337013,Mr. David Cruz III,Initial Access,Access Token Manipulation,Web,Low,radio,55.200.86.114,adamhogan,Australia,Failed
2021-11-14 11:46:21.953875,Mark Woodard,Exfiltration,Exploitation of Vulnerability,USB,Low,blue,181.205.44.144,john08,Africa,Successful
2020-04-25 22:41:22.087988,Corey Herman,Defense Evasion,Spearphishing Attachment,USB,Critical,available,177.125.77.26,scottray,Asia,Successful
2022-08-08 22:18:44.842181,Donna Franklin,Exfiltration,PowerShell,USB,Low,process,34.187.140.226,clarknicholas,South America,Failed
2022-04-15 07:47:46.343553,Christopher Robinson MD,Impact,Command and Scripting Interpreter,USB,Critical,key,77.21.208.140,hernandezscott,Africa,Successful
2021-09-06 17:34:53.843781,Gregory Robinson,Execution,Exploitation of Vulnerability,Web,Critical,drop,28.122.120.124,brittneydavis,US,Failed
2020-11-10 16:16:31.006746,Christina Franklin,Collection,Credential Dumping,Web,Critical,adult,101.124.3.150,ericksonkevin,South America,Successful
2022-10-19 20:51:31.310198,Jerry Escobar,Credential Access,Command and Scripting Interpreter,Web,Critical,record,4.85.184.22,stephaniereed,Europe,Failed
2020-04-20 12:34:02.734399,Kayla Lloyd,Privilege Escalation,Phishing,Network,Low,sense,105.66.201.149,laura78,Asia,Successful
2022-04-09 05:51:10.112153,Monica Rocha,Execution,Data Encrypted,Web,Low,PM,167.123.59.176,derek86,Australia,Successful
2024-03-24 02:38:29.062162,Sharon Lopez,Collection,Taint Shared Content,Web,High,least,88.184.183.130,holly03,US,Failed
2022-02-16 09:01:47.396528,Joseph Lopez,Initial Access,Spearphishing Attachment,USB,Low,former,122.63.138.228,crystalharding,Australia,Successful
2020-01-12 02:57:44.852861,William Fisher,Execution,Credential Dumping,Phishing,Low,win,195.31.216.48,zmcdaniel,Australia,Failed
2023-09-10 02:07:21.866937,Luke Rivera,Credential Access,Spearphishing Attachment,Web,Critical,east,21.14.173.52,jchristensen,Asia,Successful
2023-07-12 21:10:07.097356,Mark Adams,Privilege Escalation,Spearphishing Attachment,Phishing,High,house,94.212.57.76,rodriguezlauren,Australia,Failed
2022-06-27 12:39:22.790158,Jillian Velasquez,Privilege Escalation,Data Encrypted,USB,Critical,painting,222.30.38.21,simpsonroger,Australia,Failed
2022-11-25 18:17:01.334607,Suzanne Nielsen,Collection,PowerShell,USB,Critical,he,141.50.228.196,mnash,South America,Successful
2021-10-21 13:03:24.627136,Amanda Cook,Collection,PowerShell,USB,High,company,110.80.52.78,jason39,Australia,Successful
2022-08-23 01:21:00.797383,Ryan Cannon,Persistence,Command and Scripting Interpreter,Network,High,program,170.60.245.18,jonathan43,Australia,Successful
2021-10-06 18:49:19.685412,Michele Powers,Execution,Exploitation of Vulnerability,USB,Low,series,129.255.70.119,janice86,Europe,Failed
2021-11-23 06:39:22.979469,Robert Chang,Privilege Escalation,Exploitation of Vulnerability,Phishing,Medium,own,20.134.114.255,shannon21,Asia,Successful
2020-11-08 11:05:04.367180,Sarah Martinez,Impact,PowerShell,Email,Low,group,69.157.72.228,larajoshua,Asia,Successful
2023-09-09 05:37:14.404207,Michael Medina,Persistence,Data Encrypted,Phishing,Low,accept,5.146.47.46,tonyafitzgerald,Australia,Successful
2021-02-14 23:36:13.648954,James Monroe,Impact,Data Encrypted,USB,High,arrive,59.191.233.215,kimjerry,Africa,Successful
2020-05-31 03:41:07.160011,Jane Green,Persistence,Phishing,Email,High,last,5.253.8.67,kcampbell,Europe,Successful
2021-08-10 23:00:10.485722,Krista James,Discovery,Access Token Manipulation,USB,Critical,hair,68.100.90.190,smithlisa,Africa,Failed
2024-02-05 06:47:33.946812,John Taylor,Impact,Data Encrypted,Web,Low,never,162.247.138.99,taylor33,Asia,Failed
2020-06-13 12:08:30.453469,Cynthia Spence,Initial Access,PowerShell,Email,High,make,188.15.212.41,kimberlythomas,South America,Failed
2021-01-04 21:46:58.431894,Jose Pugh,Credential Access,Command and Scripting Interpreter,Network,Low,environment,37.221.52.110,nguyenjillian,South America,Successful
2023-04-15 10:11:35.044416,Tyler Perez,Initial Access,Phishing,Web,Low,toward,149.114.186.151,jamesjackson,Africa,Successful
2024-07-09 15:58:21.339269,Todd Rivera,Defense Evasion,Access Token Manipulation,Network,High,indicate,152.201.250.150,diazcheryl,Europe,Successful
2022-03-10 20:37:38.847162,Christian Rogers,Collection,Exploitation of Vulnerability,Email,High,actually,72.217.91.211,vgarcia,Australia,Successful
2024-06-10 05:44:18.502725,Wendy Bowen,Execution,Exploitation of Vulnerability,Email,High,stay,131.130.86.26,theresasmith,Asia,Failed
2020-02-21 09:19:04.665270,Amy Reyes,Execution,Spearphishing Attachment,USB,High,third,134.77.126.184,omartin,South America,Failed
2024-10-11 04:07:46.148722,Beth Thompson,Discovery,Phishing,Email,High,choose,102.42.226.58,xarmstrong,Africa,Successful
2021-05-11 18:57:36.833334,Erika Barnett,Defense Evasion,Network Sniffing,USB,Low,seven,217.4.21.8,anthonyburgess,South America,Failed
2023-07-09 21:39:36.746310,Timothy Marquez,Execution,Taint Shared Content,Network,High,field,160.166.19.105,espinozajeremy,US,Successful
2023-09-13 05:35:27.645173,Madison Schaefer,Persistence,Network Sniffing,Email,High,figure,153.135.209.212,derekalvarado,Australia,Successful
2020-06-21 09:58:27.484372,Christopher Freeman,Defense Evasion,Phishing,Network,Medium,final,126.211.250.81,christophercervantes,US,Failed
2020-03-23 22:44:35.986687,Brittney Lee,Privilege Escalation,Access Token Manipulation,Web,Low,discussion,141.169.23.21,lwalters,Asia,Successful
2023-07-22 14:04:28.156599,Rebecca Hart,Impact,Taint Shared Content,Email,Critical,manage,150.159.153.108,smcdaniel,Australia,Successful
2021-09-18 16:42:21.624829,Mrs. Madison Wood,Impact,Command and Scripting Interpreter,Network,Low,woman,94.164.61.0,vstevens,Asia,Successful
