timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status,severity_num,attack_vector_num,region_num,hour,day,month,anomaly
2024-07-20 16:53:11,Jonathan Kim,Official,Sudo Caching,Hot,Medium,before,200.199.102.252,devin87,South America,Successful,1,2,1,2,4,7,False
2024-09-04 12:37:39,Vincent Graham,Always,Command and Control Over Web Protocol,Plan,Medium,wide,41.168.79.114,porterluis,North America,Successful,1,2,3,3,17,5,False
2024-06-26 18:30:37,John Grimes,Car,Sudo Caching,Traditional,High,four,39.11.7.146,traceystewart,North America,Failed,2,4,2,1,27,6,True
2024-04-21 15:47:44,Brady Stevens,Let,Spearphishing Attachment,Attention,Medium,realize,91.27.240.247,veronica23,North America,Failed,2,3,3,9,30,8,False
2024-01-08 07:59:48,Matthew Morgan,Wind,Command and Control Over Web Protocol,Reach,High,fill,177.173.119.184,danielsmichelle,Asia,Successful,2,3,2,2,15,6,False
2024-05-24 01:29:36,Mark Duke,Draw,Scheduled Task,Ten,Medium,bring,78.1.78.191,carterkeith,South America,Failed,3,3,4,9,17,7,True
2024-02-11 09:05:15,Peter Bennett,Outside,Spearphishing Link,Low,Medium,soon,47.102.53.43,jonesmichael,South America,Failed,3,2,3,8,12,10,False
2024-04-28 14:29:23,Brenda Gilmore,School,Application Layer Protocol,Network,High,particularly,18.76.207.250,williamslisa,Asia,Successful,1,3,3,18,2,9,False
2024-03-28 23:01:01,Robin Lee,Watch,Command and Control Over Web Protocol,After,Low,view,149.160.38.60,brent98,South America,Successful,2,4,2,8,6,6,False
2024-10-02 07:52:51,Stephanie Simmons,Government,Brute Force,Difference,High,anything,206.211.26.237,brett87,South America,Successful,2,1,3,19,11,7,True
2024-03-20 18:52:50,Juan Joyce,Behavior,Application Layer Protocol,Who,Medium,option,63.95.115.219,davisadam,Europe,Failed,2,2,1,22,3,11,True
2024-08-20 11:05:58,Steven Burke,Chance,Spearphishing Link,Foot,High,theory,179.98.223.158,holly28,Asia,Failed,3,2,2,17,21,6,False
2024-09-30 20:17:29,Evan Woods,She,Brute Force,Behind,High,marriage,186.170.27.17,ariana42,Europe,Failed,2,3,1,7,3,2,False
2024-09-30 21:26:40,Katrina Henry,Suddenly,Application Layer Protocol,Also,Medium,policy,37.53.81.10,whiteheather,North America,Failed,3,3,3,21,24,9,True
2024-02-17 15:41:29,Samantha Moore,Himself,Remote File Copy,Include,High,skill,201.254.44.67,mark07,North America,Successful,1,4,3,10,26,1,True
2024-02-12 15:08:45,Perry Choi,Your,Remote File Copy,Computer,Medium,without,157.144.193.81,christensenmark,Europe,Successful,2,3,1,13,19,12,True
2024-09-23 12:00:52,Kelly Watson,Represent,Command and Control Over Web Protocol,East,High,every,21.132.7.53,ryanburnett,Europe,Successful,2,1,3,13,19,3,True
2024-06-19 09:05:28,Kristin Merritt,Itself,Data Staged,Chair,Medium,exactly,93.101.4.149,john29,South America,Failed,1,2,1,12,3,5,True
2024-11-04 05:51:09,Brianna Hall,American,Spearphishing Link,Federal,High,those,184.216.86.194,enash,North America,Failed,1,2,2,10,22,1,False
2024-03-07 21:13:45,Timothy Reed,Single,Application Layer Protocol,Fire,Low,price,92.124.133.25,danielmitchell,South America,Successful,2,2,1,5,17,7,False
2024-09-29 19:42:49,Erika Wagner,Town,Command and Control Over Web Protocol,Foreign,Medium,event,190.157.44.31,calhounallison,Europe,Failed,3,1,2,11,18,1,True
2024-06-04 18:22:06,Laurie Delgado,Opportunity,Brute Force,Reflect,High,family,50.41.43.208,ylittle,Europe,Failed,1,2,1,16,27,2,True
2024-10-09 13:14:27,Eric Rivers,Industry,Sudo Caching,Treat,Low,price,203.246.245.83,kellychristian,Asia,Successful,2,2,3,2,21,9,False
2024-02-28 02:05:54,Jennifer Soto,Personal,Remote File Copy,We,High,rather,99.22.31.76,wilkersonjames,South America,Failed,2,1,4,17,3,12,False
2024-07-28 01:07:36,Rhonda Morton,Discussion,Spearphishing Attachment,Improve,Medium,style,129.144.246.61,jonathanlewis,Europe,Successful,3,1,3,19,1,7,False
2024-05-06 14:28:28,Timothy Sanchez,Pass,Brute Force,Low,High,spring,146.16.119.65,amber07,South America,Successful,2,3,3,2,29,12,False
2024-05-22 10:23:13,Mark Banks,East,Spearphishing Attachment,Professional,Low,plan,171.193.137.128,jamesperez,North America,Successful,3,1,1,2,10,9,True
2024-02-18 01:04:31,Dana Moore,Risk,Data Staged,Happy,High,of,57.51.38.15,eric43,North America,Successful,2,4,1,13,12,5,False
2024-04-26 03:24:12,Emily Garcia,Relationship,Sudo Caching,West,High,reduce,77.48.245.134,hfreeman,North America,Successful,1,2,2,0,6,4,False
2024-10-25 22:56:41,Teresa Holden,Will,Data Staged,Last,Low,by,114.126.117.75,gwoodward,Europe,Successful,1,3,3,4,13,3,False
2024-02-02 22:03:58,Phyllis Lee,Protect,Spearphishing Attachment,No,High,those,2.23.255.118,coryhoward,North America,Failed,2,3,4,10,5,6,False
2024-08-25 02:38:10,Kathryn Jackson,Seem,Spearphishing Link,Herself,Low,study,97.51.31.58,johnnorman,Asia,Failed,3,2,3,8,3,6,False
2024-09-19 14:23:53,Alexander Miller,Group,Scheduled Task,This,Low,somebody,71.124.114.226,pettycarrie,Asia,Successful,2,3,2,2,14,11,False
2024-07-05 04:28:22,Jennifer Wilson,Reduce,Brute Force,Finally,Medium,wall,41.92.188.154,clopez,North America,Failed,2,2,4,22,2,7,True
2024-01-19 21:42:47,Derek Chavez,Lawyer,Spearphishing Attachment,Standard,Medium,response,179.64.2.172,peterpeterson,Europe,Failed,3,2,3,0,5,7,True
2024-01-15 06:25:16,Kelly Stewart,Environment,Command and Control Over Web Protocol,Prevent,High,cause,113.26.91.246,hstein,Europe,Failed,2,1,1,4,26,10,False
2024-05-18 13:27:03,Joseph Lawrence,Low,Command and Control Over Web Protocol,Goal,Medium,rather,214.146.174.106,virginiastone,Europe,Successful,1,4,4,12,18,5,True
2024-09-18 16:03:34,Max Anderson,Together,Sudo Caching,Save,High,job,27.168.141.117,noahtaylor,Europe,Successful,1,1,2,15,9,11,False
2024-05-13 13:49:10,Bethany Pugh,Shoulder,Sudo Caching,Fast,Low,buy,160.76.111.204,barryamy,North America,Successful,2,2,1,16,3,1,True
2024-10-18 11:18:56,Lonnie Smith,Exactly,Sudo Caching,Space,Low,lose,5.133.28.60,yhamilton,North America,Successful,2,4,4,18,4,1,True
2024-04-19 22:31:45,Melissa Porter,Throw,Command and Control Over Web Protocol,Story,Low,debate,140.114.58.142,andradesandra,Asia,Failed,1,4,4,16,18,3,True
2024-05-18 19:57:08,David Waters,Local,Scheduled Task,Myself,High,away,49.212.152.34,colemanhaley,South America,Failed,3,1,4,10,9,3,True
2024-01-22 01:26:58,Melissa Evans,Environment,Spearphishing Link,Page,High,house,107.201.54.108,angelahubbard,North America,Failed,2,3,4,19,13,7,True
2024-09-15 10:04:31,Isaac Fisher,Dark,Spearphishing Attachment,On,Low,artist,24.111.206.38,robinsonrobert,South America,Successful,1,4,1,8,6,7,True
2024-07-15 01:12:00,Tyler Hodge,Far,Spearphishing Attachment,Environmental,High,history,110.41.142.1,oowen,Europe,Failed,1,3,4,23,12,12,True
2024-10-15 23:34:15,Justin Vega,Between,Sudo Caching,Investment,High,reflect,72.62.57.72,daniel17,Asia,Successful,1,3,3,9,4,11,True
2024-01-29 09:51:53,Laura Brewer,Ball,Command and Control Over Web Protocol,Page,Low,group,37.152.209.32,leonalexis,Europe,Failed,1,1,2,16,4,4,True
2024-02-18 22:31:57,Julie Smith,Piece,Spearphishing Link,Spring,High,us,75.76.64.72,stephanieanderson,North America,Successful,3,2,2,1,31,11,True
2024-05-27 22:52:38,Autumn Anderson,Ever,Brute Force,Forward,Medium,care,2.55.85.85,bakerbrandon,Europe,Successful,1,2,4,13,8,7,False
2024-03-14 23:55:14,Jason Thompson,Really,Sudo Caching,Character,Medium,property,196.72.26.114,tmontgomery,South America,Successful,2,4,4,12,4,1,False
2024-09-13 08:56:16,Bridget Nichols,Article,Remote File Copy,Power,Medium,knowledge,80.14.200.168,vli,Europe,Failed,1,4,1,13,7,12,False
2024-07-12 04:29:24,Clinton Baker,We,Data Staged,Loss,Medium,capital,129.193.80.137,ucastillo,Europe,Failed,2,3,2,11,4,8,True
2024-08-31 21:41:56,Kimberly Santiago,Concern,Spearphishing Attachment,Everybody,Low,former,167.88.126.160,ryancohen,South America,Failed,2,2,2,7,1,8,True
2024-09-04 08:11:30,Samantha Scott,Simply,Brute Force,Red,Low,goal,144.33.54.45,awright,Asia,Failed,1,1,4,9,1,2,True
2024-09-14 17:04:10,Patricia Sims,Concern,Scheduled Task,Central,High,outside,183.188.162.144,carolbutler,Asia,Failed,1,3,2,9,7,1,True
2024-01-19 00:00:36,Colleen Bryant,Quickly,Command and Control Over Web Protocol,Ahead,Medium,develop,140.66.61.73,jonathanthompson,Europe,Failed,1,2,1,18,20,4,True
2024-03-25 17:10:10,James Kelly,Pay,Spearphishing Link,Keep,High,goal,19.111.67.180,townsendnicholas,Asia,Successful,3,2,4,18,5,12,True
2024-03-23 01:04:36,Michael Olson,Yourself,Sudo Caching,General,Medium,sport,48.84.7.121,jhoward,Asia,Failed,2,1,2,11,29,12,False
2024-06-08 08:45:39,Hannah Taylor,Company,Application Layer Protocol,Think,High,pass,171.57.102.229,ggeorge,Asia,Successful,1,1,1,6,16,4,False
2024-07-06 18:50:13,Jason Brown,See,Spearphishing Link,Perform,Medium,unit,212.46.147.226,rickysmith,Europe,Successful,2,2,1,20,7,12,True
2024-07-17 07:39:55,Dr. Hannah Schultz,But,Application Layer Protocol,Long,Medium,sing,52.43.26.85,hbautista,Europe,Successful,3,1,1,23,19,10,True
2024-04-02 11:29:16,Megan Becker MD,Laugh,Data Staged,Kind,Low,sound,31.63.254.17,aalvarado,Europe,Successful,2,2,3,16,4,5,False
2024-01-27 10:56:43,Nicole Lucero,Hard,Sudo Caching,So,High,beautiful,34.69.104.63,angelawade,Europe,Successful,1,3,1,15,28,3,False
2024-07-12 00:16:38,Annette Brown,Treat,Data Staged,Both,High,father,157.122.134.125,zmyers,Asia,Successful,1,2,4,18,2,5,True
2024-08-10 14:15:14,Nicholas Schwartz,Rise,Scheduled Task,End,Low,us,121.59.154.245,lisa99,North America,Successful,2,4,3,21,19,10,True
2024-03-23 18:29:00,Vanessa Garza,Above,Application Layer Protocol,According,Low,west,122.147.107.136,heatherwilliams,Europe,Failed,1,4,2,7,16,4,True
2024-01-18 07:10:58,Thomas Martinez,Treatment,Data Staged,Movement,Low,source,36.50.168.212,ashleypeterson,North America,Successful,1,4,4,0,25,2,False
2024-08-30 16:16:44,Sharon Randall,Organization,Spearphishing Link,Thought,High,issue,18.241.55.110,vincentdavis,North America,Successful,3,1,1,22,25,1,True
2024-01-06 20:01:57,Steven Walker,Forget,Command and Control Over Web Protocol,Blood,Low,key,70.88.205.22,ferrelljill,South America,Successful,3,3,4,11,23,9,True
2024-10-16 00:30:56,Seth Mann,Most,Data Staged,Station,Low,protect,106.230.90.213,cynthiajacobson,Europe,Failed,2,4,2,12,9,11,True
2024-07-31 19:27:57,Sarah Tran,You,Scheduled Task,History,Medium,certainly,116.57.111.115,andrew83,Asia,Successful,1,3,2,0,9,2,True
2024-01-13 12:02:02,Kayla Johnson,All,Sudo Caching,Majority,High,yet,38.232.97.248,christophermills,North America,Failed,3,1,4,1,6,2,True
2024-08-04 05:47:43,Lisa Robinson,Win,Sudo Caching,Congress,Low,build,32.82.172.40,zscott,North America,Failed,1,4,2,4,9,5,True
2024-07-08 15:45:53,Tim Archer,Source,Spearphishing Attachment,Lawyer,Medium,television,12.170.212.88,paulacarlson,Europe,Successful,3,4,3,1,16,3,False
2024-01-09 21:26:37,Melanie Fowler,Eat,Spearphishing Link,Gas,Medium,Congress,134.222.27.205,zdillon,Asia,Successful,1,3,1,18,13,8,True
2024-01-31 06:51:14,Robert Chambers,Such,Command and Control Over Web Protocol,Individual,Medium,movie,29.153.107.36,zwolf,North America,Successful,2,1,4,9,11,4,False
2024-05-26 05:25:39,Jordan Black,Center,Brute Force,Million,Low,remain,150.144.116.221,kmendez,Asia,Failed,2,3,3,11,25,7,False
2024-03-22 15:39:35,Jeffery Andrews,Receive,Command and Control Over Web Protocol,Include,Medium,pattern,145.158.78.38,housechristina,North America,Failed,3,4,2,20,21,4,True
2024-02-17 13:52:08,Ronald Johnston,Laugh,Remote File Copy,Fine,Low,instead,4.180.128.205,rita96,Europe,Failed,3,4,1,7,12,10,False
2024-05-13 06:04:03,Susan Reid,Age,Spearphishing Link,Central,Medium,one,161.32.70.233,burnsadam,South America,Failed,1,4,1,3,28,8,False
2024-08-22 23:25:41,Gerald Hunt,Development,Spearphishing Link,Rise,High,fast,129.232.51.111,brittanystokes,Asia,Failed,2,4,1,0,15,4,True
2024-06-09 07:02:28,Jamie Moore,Maybe,Spearphishing Link,Old,Medium,understand,192.209.254.242,ghaynes,Asia,Failed,3,4,2,13,12,5,False
2024-04-06 20:44:02,Tracy Powell,Role,Scheduled Task,Policy,Low,paper,53.8.141.154,jasonhodge,Europe,Successful,1,4,4,16,28,3,False
2024-07-28 08:15:11,Erik Mathews,Parent,Scheduled Task,Kid,Low,include,137.63.16.92,justinwise,Europe,Failed,2,3,4,16,31,10,False
2024-10-27 11:16:23,Nicole Underwood,Language,Spearphishing Attachment,Positive,High,analysis,132.74.38.119,townsenddana,North America,Successful,1,4,3,18,16,9,False
2024-04-18 10:35:06,Jacqueline Leach,Statement,Command and Control Over Web Protocol,Budget,Medium,ten,76.52.181.17,kristen17,South America,Failed,1,2,1,5,25,8,True
2024-09-07 20:20:07,Jonathan Ramirez,Half,Spearphishing Link,Number,High,operation,74.17.76.163,duncanbrandon,Asia,Successful,3,3,2,20,28,10,False
2024-06-05 09:50:37,Peggy Nelson,Imagine,Command and Control Over Web Protocol,Stock,Low,key,121.124.166.154,wthomas,South America,Successful,2,3,3,4,24,2,True
2024-03-13 18:11:39,Nathaniel Morris,Question,Brute Force,Also,Low,trouble,106.214.54.172,rbrown,North America,Failed,1,1,1,0,29,5,True
2024-05-31 14:43:28,Christine Mccarthy,Strong,Sudo Caching,Top,High,everything,105.63.107.62,millermatthew,Asia,Successful,3,1,3,8,22,7,True
2024-10-25 12:17:36,Zachary Dillon,Protect,Application Layer Protocol,Easy,Medium,raise,171.130.44.163,sarahdean,Asia,Failed,3,4,1,6,30,7,True
2024-02-23 21:56:49,Diana Gutierrez,Someone,Command and Control Over Web Protocol,Director,Medium,social,22.154.167.181,bmccoy,Asia,Successful,2,1,4,9,12,6,False
2024-05-02 18:10:29,David Evans,Describe,Spearphishing Attachment,Entire,Low,responsibility,60.92.189.145,donna10,Asia,Successful,3,3,3,5,21,10,False
2024-03-08 15:22:42,Andrew Lewis,Future,Scheduled Task,Range,Low,agency,38.204.141.102,davisteresa,Europe,Failed,1,4,2,8,27,9,False
2024-10-17 12:04:14,Jennifer Brown,Institution,Scheduled Task,Bill,Low,time,200.8.255.90,bmalone,South America,Failed,2,3,4,23,18,8,False
2024-08-19 13:04:57,Deborah Barajas,Grow,Command and Control Over Web Protocol,Live,High,leg,63.184.148.59,wrightterry,North America,Failed,3,3,3,19,22,11,False
2024-07-14 08:57:19,Lisa Wright MD,Success,Scheduled Task,Clearly,Medium,tree,124.174.51.233,ericsmith,South America,Successful,3,2,3,2,28,12,True
2024-11-05 05:18:55,Dr. Aaron Andrews,Election,Application Layer Protocol,Significant,High,night,164.82.11.44,anthony27,North America,Failed,1,1,4,21,7,4,False
2024-06-14 04:24:06,Christine Silva,Room,Spearphishing Attachment,Leg,Medium,themselves,181.127.229.123,byrdpaul,Europe,Successful,3,3,3,5,1,6,False
2024-07-24 19:25:24,Devin Moore,Authority,Command and Control Over Web Protocol,Why,Medium,do,148.220.45.221,williamsjohn,North America,Failed,3,3,2,14,28,3,True
2024-03-30 00:36:03,Patrick Rasmussen,Win,Command and Control Over Web Protocol,Happy,High,station,204.102.104.211,phillipstaylor,North America,Failed,2,4,1,21,19,9,False
2024-10-14 21:34:56,Marcus Andrews,Interest,Sudo Caching,Term,Medium,policy,181.92.171.106,janetpowers,South America,Successful,3,2,3,10,3,4,True
2024-07-14 15:31:18,Charles Michael,Mention,Scheduled Task,Much,High,school,142.9.71.168,fullerpatricia,Asia,Successful,3,3,2,21,11,6,False
2024-09-13 16:04:42,Natalie Hunt,Media,Scheduled Task,Clearly,High,why,164.81.224.251,contrerasjames,Asia,Successful,2,3,3,4,24,12,False
2024-10-12 17:47:53,Marissa Dixon,Pm,Brute Force,Page,High,resource,166.224.195.39,heatherfisher,South America,Successful,2,1,1,8,17,6,False
2024-05-17 08:10:30,Justin Wood,Republican,Remote File Copy,Why,High,action,187.79.17.34,scott77,North America,Successful,3,2,4,1,1,10,False
2024-09-20 13:56:39,Jeffrey Wells,Action,Spearphishing Link,Loss,High,respond,83.53.192.42,gmartinez,North America,Successful,3,3,2,2,25,12,False
2024-05-17 07:48:53,Willie Watkins,Population,Spearphishing Link,Impact,High,above,7.89.136.113,scunningham,North America,Successful,3,3,1,8,5,7,False
2024-06-14 20:53:34,Victoria Hudson,Plan,Remote File Copy,Economic,High,drive,202.202.41.110,lewisscott,Europe,Failed,1,1,4,10,27,6,False
2024-03-18 05:22:20,Harry Mckee,Marriage,Spearphishing Attachment,Quality,Medium,what,93.63.126.244,markwilliams,South America,Successful,3,1,4,18,16,8,False
2024-11-06 18:49:58,Victoria Cook,Company,Sudo Caching,Song,Medium,education,220.11.204.98,brenda60,North America,Successful,2,2,2,21,30,12,False
2024-08-07 16:01:51,Jonathan Love,Recognize,Remote File Copy,Firm,High,ago,96.154.107.195,nthornton,South America,Successful,2,3,1,3,2,5,True
2024-11-10 20:37:46,Mary Rose,Mean,Spearphishing Link,Very,Low,hotel,49.93.247.225,lweaver,South America,Failed,3,1,4,4,20,8,True
2024-08-16 07:20:59,Erika Luna,Partner,Application Layer Protocol,Concern,High,easy,140.9.0.244,natalieperez,Asia,Successful,3,1,4,5,13,2,True
2024-10-31 01:30:32,Erin Smith,Military,Data Staged,Center,Low,save,163.45.76.135,daniel07,Asia,Failed,1,2,4,17,24,6,False
2024-03-24 16:20:48,Sandra Simmons,Effect,Brute Force,Direction,Medium,chair,218.5.56.93,cainlinda,Asia,Successful,2,2,3,3,9,6,True
2024-04-06 20:15:47,Brett Lawson,Big,Data Staged,Condition,Medium,human,95.213.252.215,hayesdiana,South America,Failed,3,2,1,21,5,6,False
2024-01-11 14:45:45,Susan Williams,Foot,Brute Force,Up,Medium,walk,199.67.31.153,nicholas93,Asia,Successful,2,1,2,15,26,5,True
2024-09-02 23:37:20,Joshua Mitchell,Never,Brute Force,Guess,High,president,116.93.198.181,grandall,Europe,Successful,3,2,3,3,14,7,True
2024-03-24 02:25:24,Katie Walters,Write,Data Staged,So,High,single,216.108.144.0,vhill,Europe,Successful,1,3,3,15,26,10,False
2024-05-25 13:37:32,Meredith Guzman,Floor,Application Layer Protocol,Audience,Medium,today,76.171.66.202,jacob86,Europe,Successful,3,4,1,12,7,3,True
2024-05-06 11:59:12,Kathy Barrera,Customer,Spearphishing Link,Feel,High,simple,19.157.181.39,hawkinsbrent,North America,Successful,3,1,2,22,28,1,True
2024-05-25 02:17:58,Michael Mitchell,Full,Command and Control Over Web Protocol,Produce,High,although,100.254.201.37,aesparza,Asia,Failed,2,4,3,14,20,3,True
2024-01-04 14:06:09,Valerie Black,Mrs,Application Layer Protocol,Meet,Medium,treat,132.175.89.128,james82,South America,Successful,3,4,4,11,28,5,False
2024-09-12 02:03:50,Ruth Rose,Talk,Spearphishing Link,Firm,Low,usually,204.26.51.127,sandovalheidi,Europe,Successful,3,3,1,12,16,10,True
2024-02-25 07:00:48,Daisy Green,Recognize,Remote File Copy,Mrs,Low,mission,17.17.103.52,jjenkins,Europe,Successful,3,3,1,7,24,2,True
2024-01-07 16:11:19,Robert Wolf,Throw,Remote File Copy,Investment,Low,newspaper,177.3.113.195,cruzcarlos,South America,Failed,2,4,3,23,12,8,False
2024-07-26 14:19:30,Christopher Watson,Time,Application Layer Protocol,Century,Low,answer,122.106.146.47,gerald55,South America,Failed,3,3,2,2,24,8,False
2024-01-15 03:12:16,Seth Mclaughlin,Opportunity,Scheduled Task,Together,Medium,school,120.194.80.225,powellcharles,Europe,Successful,2,1,1,8,8,11,False
2024-10-04 13:28:57,Devin Taylor,Billion,Spearphishing Link,Stay,Low,address,179.247.80.110,nicolegonzalez,North America,Failed,2,3,2,12,15,5,True
2024-08-11 17:45:15,Tiffany Cooper,Brother,Data Staged,Left,Medium,trip,78.96.248.206,krobinson,North America,Failed,2,1,2,1,25,12,False
2024-07-03 06:33:39,Christopher Griffin,Collection,Application Layer Protocol,Ball,High,me,178.42.232.16,xavier78,Asia,Failed,1,4,1,20,20,12,False
2024-08-30 18:12:33,Edward Taylor,And,Sudo Caching,May,Medium,meet,187.101.12.125,daniellong,North America,Successful,2,4,4,10,25,12,True
2024-07-29 06:39:19,Anthony Porter,Mr,Spearphishing Link,Yes,Medium,doctor,124.89.143.241,jessica33,North America,Successful,1,1,4,8,12,8,True
2024-05-22 08:47:57,Timothy Gray,Year,Spearphishing Link,Week,Low,director,80.4.103.211,patellisa,Asia,Failed,2,2,4,5,30,12,False
2024-08-02 21:52:17,Kelly Wilcox,Bar,Sudo Caching,Generation,Low,evening,53.232.176.189,juanmorris,South America,Successful,1,2,4,11,25,7,True
2024-05-14 03:14:54,Diane Maxwell,Visit,Sudo Caching,Man,High,why,63.229.244.253,michaelwarner,South America,Failed,2,3,1,16,7,4,False
2024-09-06 08:53:41,Patrick Nixon,Dinner,Spearphishing Link,Walk,High,take,192.224.142.81,dcurry,Europe,Successful,2,1,4,10,24,10,True
2024-06-16 17:59:34,Lisa Johnson,Own,Spearphishing Link,Could,High,gas,50.106.174.213,williamstravis,Europe,Failed,2,4,2,0,26,12,False
2024-09-09 12:42:36,Donald Meyer,Just,Spearphishing Attachment,So,Medium,three,172.218.151.24,gmoore,Asia,Failed,1,3,1,8,3,3,True
2024-09-10 17:26:03,Dr. Christopher Love,Suggest,Spearphishing Link,Five,Medium,level,195.225.88.196,brios,South America,Successful,1,3,3,16,13,7,True
2024-10-10 16:55:50,David Crawford,Site,Spearphishing Link,Since,Medium,who,59.129.110.175,martinjohn,South America,Successful,2,4,3,16,25,5,False
2024-02-28 00:50:46,Carolyn Henson,Impact,Scheduled Task,Three,Low,add,134.150.208.16,chall,North America,Successful,2,4,2,19,19,8,True
2024-04-30 09:17:24,Julie Jacobson,Or,Brute Force,Long,High,hit,26.106.184.30,leemadison,North America,Failed,3,3,2,14,13,3,True
2024-04-15 18:51:12,David Pennington,Speech,Spearphishing Attachment,Keep,Medium,detail,112.21.89.0,brandonkennedy,South America,Failed,2,1,4,22,4,1,False
2024-07-24 02:37:44,Melissa Mitchell,Think,Spearphishing Link,Sense,High,official,89.226.238.41,bryan49,Asia,Successful,1,3,4,18,6,1,True
2024-03-26 11:57:02,Jessica Estes,Name,Application Layer Protocol,Box,High,line,104.131.91.55,bford,Europe,Failed,2,2,3,17,3,6,False
2024-01-19 19:43:42,Thomas Martin,Attention,Command and Control Over Web Protocol,Shoulder,Low,cause,107.20.63.126,thompsonstephanie,South America,Successful,3,3,3,23,23,6,False
2024-03-29 19:22:12,Samuel Lynn,Tough,Sudo Caching,Born,High,sport,101.250.71.220,matthew71,Europe,Failed,2,1,3,15,22,1,True
2024-10-25 00:53:21,Maria Morris,Common,Scheduled Task,Hour,Medium,listen,157.103.38.122,gscott,South America,Failed,3,1,3,22,24,5,False
2024-08-01 18:03:03,Daniel Jordan,Business,Brute Force,War,Medium,house,4.247.238.1,eric39,Asia,Failed,2,2,3,7,10,12,False
2024-04-17 18:25:46,Anna Matthews,Century,Brute Force,Describe,High,public,114.228.83.182,starkteresa,North America,Failed,2,1,1,17,15,1,False
2024-04-14 13:18:48,Maria Cole,Again,Command and Control Over Web Protocol,I,High,series,192.191.0.146,natalie25,Europe,Successful,3,1,2,16,13,4,False
2024-05-25 22:22:15,Paula Malone,Drop,Application Layer Protocol,Police,Low,third,91.216.138.214,david06,South America,Successful,3,4,4,9,18,4,False
2024-08-01 10:45:49,Dana Thompson,Probably,Spearphishing Attachment,Save,High,bag,104.181.152.204,sanchezlisa,Europe,Failed,1,2,4,5,30,5,True
2024-08-19 08:17:42,Christopher Campbell,Conference,Sudo Caching,Could,High,evening,6.125.151.237,erollins,Europe,Successful,1,1,3,3,16,5,False
2024-09-16 19:33:57,Kevin Miller PhD,Or,Command and Control Over Web Protocol,Result,High,situation,107.47.66.32,kjackson,North America,Successful,3,4,2,0,31,1,False
2024-10-18 03:37:14,Katherine Thompson,Create,Sudo Caching,Though,Medium,all,172.146.10.140,catherinewright,Europe,Successful,2,4,4,8,6,1,True
2024-08-15 04:30:00,Mrs. Nicole Sanchez,A,Spearphishing Link,Beautiful,High,newspaper,207.35.166.56,lisaburnett,Asia,Successful,3,3,3,9,3,9,True
2024-04-07 17:13:28,Tanya Waters,Pm,Scheduled Task,It,High,it,42.96.209.213,wcunningham,South America,Failed,2,2,2,18,27,1,True
2024-02-13 04:45:02,Michael Smith,Network,Scheduled Task,Happy,Low,common,28.181.6.6,alexandrariley,South America,Failed,1,2,1,8,7,12,True
2024-03-30 22:02:30,Kelly Freeman,Fine,Sudo Caching,Customer,Low,most,30.86.16.251,tammy93,Asia,Failed,3,3,3,18,2,2,False
2024-01-12 03:43:22,Alexander Wilson MD,Value,Spearphishing Link,Expect,High,social,117.59.8.206,ulopez,North America,Successful,1,3,2,3,25,6,True
2024-07-12 07:32:47,Caroline Luna,Total,Brute Force,Simply,Medium,full,178.134.192.228,christopherpeterson,Europe,Failed,1,3,4,6,3,6,True
2024-08-30 16:59:27,Wendy Griffin,Power,Sudo Caching,Early,High,talk,157.233.168.10,april37,Europe,Successful,1,2,4,19,24,4,True
2024-02-07 10:00:47,Joshua Johnson,Political,Spearphishing Link,Tonight,High,keep,107.218.63.246,davidreynolds,South America,Successful,2,2,2,15,19,11,False
2024-07-25 12:00:16,Jessica Jones,Degree,Brute Force,Hope,Low,change,132.248.85.217,fjohnson,Europe,Successful,2,3,1,14,11,8,True
2024-10-30 15:00:24,Anthony Owens,Go,Brute Force,Parent,High,drug,109.10.147.66,imarshall,South America,Successful,1,4,1,16,3,2,True
2024-03-12 01:00:31,Ronald Benjamin,Hit,Spearphishing Attachment,Policy,High,reach,180.50.226.205,holmesrebekah,Asia,Failed,3,1,1,3,31,12,False
2024-03-12 11:24:02,David Perez,Main,Spearphishing Attachment,Around,High,free,49.191.152.198,jessica12,Asia,Successful,2,2,3,2,26,11,True
2024-06-05 09:09:25,Brian Anderson,Walk,Remote File Copy,Couple,Low,either,80.164.129.134,bethholmes,Asia,Failed,1,2,1,21,25,12,False
2024-08-19 06:27:57,Andrew Jones,Black,Sudo Caching,List,High,foreign,97.6.58.218,elainefloyd,Asia,Failed,2,1,4,1,25,1,False
2024-02-17 06:03:42,Edward Hampton,Fill,Remote File Copy,Cost,High,traditional,37.49.46.73,keithwright,South America,Failed,3,3,4,7,4,6,False
2024-01-12 07:43:58,Austin Taylor,Leave,Remote File Copy,Task,Low,identify,5.54.53.211,websterjordan,Asia,Failed,2,2,1,8,24,7,False
2024-10-17 22:54:59,Beth Weber,Increase,Spearphishing Link,Again,Medium,listen,48.7.146.122,sheriross,North America,Failed,3,4,4,16,16,8,True
2024-08-08 07:17:22,Brandon Davis,Rest,Brute Force,Deal,High,my,165.236.47.241,cbrown,North America,Successful,3,1,3,11,4,1,False
2024-09-19 20:18:50,Stephanie Doyle,North,Spearphishing Link,Stay,Low,these,82.12.216.6,washingtonerik,Europe,Failed,2,4,2,22,19,4,False
